Oct 14 06:25:18 dns syslogd 1.4.1#18: restart.
Oct 14 09:20:01 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:22:38 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:23:45 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:24:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:27:16 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:31:36 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:32:33 dns last message repeated 3 times
Oct 14 09:34:52 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:35:10 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:39:43 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:40:13 dns last message repeated 4 times
Oct 14 09:41:36 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:42:30 dns last message repeated 4 times
Oct 14 09:47:06 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:47:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:50:01 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:50:55 dns last message repeated 8 times
Oct 14 09:51:51 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:54:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:55:15 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 09:59:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:01:45 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:01:46 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:10:08 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:11:22 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:11:33 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:15:41 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:17:01 dns /USR/SBIN/CRON[23310]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Oct 14 10:20:01 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:20:01 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:23:47 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:24:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:25:16 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:28:26 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:35:45 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:36:00 dns last message repeated 2 times
Oct 14 10:40:13 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:41:36 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:42:34 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:45:39 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:48:14 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:50:01 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:50:55 dns last message repeated 3 times
Oct 14 10:54:19 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:55:31 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 10:55:52 dns last message repeated 2 times
Oct 14 10:59:51 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 11:00:28 dns named[2424]: unable to rename log file '/var/log/bind.log' to '/var/log/bind.log.0': permission denied
Oct 14 11:01:50 dns last message repeated 2 times
